,0
0,0.72
1,0.76
2,0.92
3,0.76
4,0.84
5,0.8
6,0.88
7,0.88
8,0.96
9,0.84
10,0.84
11,0.68
12,0.8
13,0.84
14,0.8
15,0.84
16,0.76
17,0.84
18,0.88
19,0.8
20,0.88
21,0.84
22,0.88
23,0.92
24,0.76
25,0.84
26,0.8
27,0.84
28,1.0
29,0.76
30,0.84
31,0.92
32,0.92
33,0.88
34,0.92
35,0.88
36,0.92
37,0.96
38,0.92
39,0.92
40,0.88
41,0.96
42,0.8
43,0.92
44,0.92
45,0.88
46,0.88
47,0.92
48,0.92
49,0.84
50,0.92
51,0.88
52,0.96
53,0.92
54,0.92
55,1.0
56,0.96
57,0.96
58,0.96
59,1.0
60,1.0
61,0.92
62,0.96
63,0.88
64,0.8
65,0.96
66,0.92
67,0.96
68,1.0
69,0.84
70,0.88
71,0.8
72,0.88
73,0.96
74,0.88
75,0.92
76,0.92
77,0.96
78,0.88
79,0.88
80,0.96
81,0.8
82,0.8
83,0.96
84,1.0
85,0.92
86,1.0
87,0.8
88,1.0
89,0.92
90,0.96
91,0.84
92,0.96
93,0.88
94,0.88
95,0.84
96,0.92
97,1.0
98,0.96
99,0.96
100,0.8
