,0
0,0.6
1,0.88
2,0.84
3,0.92
4,0.76
5,0.8
6,0.92
7,0.88
8,0.8
9,0.84
10,0.96
11,0.84
12,0.72
13,0.88
14,0.92
15,0.8
16,0.92
17,0.88
18,0.8
19,0.8
20,0.88
21,0.84
22,0.96
23,0.88
24,0.8
25,0.92
26,0.96
27,0.92
28,0.76
29,0.8
30,0.8
31,0.92
32,0.8
33,0.92
34,0.92
35,0.88
36,0.88
37,0.88
38,0.84
39,0.88
40,0.92
41,0.76
42,0.96
43,0.92
44,0.88
45,0.84
46,0.88
47,0.72
48,0.96
49,0.92
50,0.76
51,0.92
52,0.92
53,0.96
54,0.96
55,0.92
56,1.0
57,0.92
58,0.88
59,0.88
60,0.84
61,1.0
62,0.8
63,0.8
64,0.84
65,0.88
66,0.92
67,0.8
68,0.88
69,0.8
70,0.8
71,0.92
72,0.92
73,0.8
74,0.92
75,0.84
76,0.8
77,0.84
78,0.96
79,0.88
80,0.88
81,0.84
82,0.92
83,0.92
84,0.96
85,0.88
86,0.8
87,0.92
88,0.84
89,0.8
90,0.88
91,0.84
92,0.92
93,0.88
94,0.84
95,0.96
96,0.88
97,0.88
98,0.88
99,0.88
100,0.72
