,0
0,0.68
1,0.96
2,1.0
3,1.0
4,0.92
5,0.96
6,0.84
7,1.0
8,1.0
9,0.88
10,1.0
11,0.84
12,0.96
13,0.88
14,0.92
15,1.0
16,1.0
17,0.92
18,0.88
19,0.96
20,0.96
21,0.84
22,0.92
23,1.0
24,0.84
25,0.96
26,0.92
27,0.92
28,1.0
29,1.0
30,0.88
31,0.92
32,0.96
33,1.0
34,0.96
35,0.96
36,1.0
37,0.92
38,0.92
39,0.92
40,0.96
41,0.84
42,1.0
43,0.88
44,0.96
45,0.92
46,0.88
47,0.88
48,0.96
49,1.0
50,0.96
51,1.0
52,0.92
53,0.92
54,1.0
55,0.88
56,0.96
57,0.92
58,0.92
59,0.88
60,0.96
61,0.96
62,0.96
63,0.92
64,0.92
65,1.0
66,0.96
67,0.8
68,0.92
69,1.0
70,0.92
71,0.92
72,1.0
73,0.96
74,0.96
75,0.92
76,0.92
77,0.84
78,0.92
79,0.96
80,1.0
81,0.92
82,0.88
83,0.92
84,1.0
85,0.96
86,0.92
87,0.96
88,0.96
89,0.96
90,0.96
91,0.92
92,0.96
93,0.92
94,0.96
95,0.96
96,0.96
97,1.0
98,0.8
99,1.0
100,1.0
