,0
0,0.72
1,0.92
2,0.72
3,0.92
4,0.8
5,0.76
6,0.84
7,0.84
8,0.92
9,0.8
10,0.84
11,0.8
12,0.84
13,0.8
14,0.76
15,0.96
16,0.88
17,0.84
18,0.92
19,0.8
20,0.76
21,0.84
22,0.88
23,0.76
24,0.8
25,1.0
26,0.88
27,0.96
28,0.88
29,0.92
30,0.84
31,0.92
32,0.8
33,0.84
34,0.92
35,0.84
36,0.92
37,0.96
38,0.8
39,0.88
40,0.92
41,0.84
42,0.84
43,0.88
44,0.88
45,0.88
46,0.88
47,0.84
48,0.92
49,0.92
50,0.96
51,0.88
52,0.88
53,0.88
54,0.76
55,0.84
56,0.88
57,0.8
58,0.84
59,0.76
60,0.8
61,0.92
62,0.88
63,0.96
64,0.92
65,0.76
66,0.68
67,0.84
68,0.88
69,0.84
70,0.72
71,1.0
72,1.0
73,0.72
74,0.76
75,0.88
76,0.84
77,0.84
78,0.88
79,0.88
80,0.76
81,0.76
82,0.8
83,0.96
84,0.8
85,0.96
86,0.8
87,0.96
88,0.84
89,1.0
90,0.84
91,0.88
92,0.92
93,0.84
94,0.88
95,0.88
96,0.84
97,0.96
98,0.88
99,0.88
100,0.84
