,0
0,0.6
1,0.96
2,0.92
3,0.88
4,0.76
5,0.92
6,0.88
7,0.92
8,0.92
9,0.96
10,0.8
11,0.8
12,0.8
13,0.96
14,0.8
15,0.8
16,0.72
17,0.88
18,0.88
19,0.92
20,0.84
21,0.96
22,0.84
23,0.88
24,0.76
25,0.8
26,0.96
27,0.84
28,0.84
29,0.84
30,0.92
31,0.84
32,0.84
33,0.8
34,1.0
35,0.84
36,0.88
37,0.76
38,0.88
39,0.8
40,0.88
41,0.92
42,0.84
43,0.92
44,0.8
45,0.72
46,0.76
47,0.76
48,0.96
49,0.88
50,0.88
51,0.76
52,0.88
53,0.84
54,0.84
55,0.8
56,0.84
57,0.92
58,0.96
59,0.96
60,0.84
61,0.8
62,0.84
63,0.88
64,0.8
65,0.96
66,0.92
67,0.92
68,0.96
69,0.84
70,0.84
71,0.88
72,0.92
73,0.88
74,0.84
75,0.84
76,0.92
77,0.84
78,0.8
79,0.88
80,0.64
81,0.8
82,0.96
83,0.8
84,0.88
85,0.88
86,0.88
87,0.92
88,0.92
89,0.84
90,0.92
91,1.0
92,0.88
93,0.84
94,0.76
95,0.92
96,0.8
97,0.84
98,1.0
99,0.8
100,0.76
