,0
0,0.52
1,0.76
2,0.84
3,0.84
4,0.92
5,0.88
6,0.84
7,0.84
8,0.68
9,0.88
10,0.84
11,0.84
12,0.96
13,0.92
14,0.92
15,0.92
16,1.0
17,0.8
18,0.92
19,0.84
20,0.76
21,0.92
22,0.92
23,0.88
24,0.96
25,1.0
26,0.84
27,1.0
28,0.92
29,0.96
30,0.92
31,0.88
32,0.88
33,0.96
34,0.96
35,0.84
36,0.96
37,0.88
38,0.88
39,0.84
40,0.84
41,0.96
42,0.92
43,0.96
44,0.92
45,0.92
46,1.0
47,0.92
48,0.96
49,0.96
50,0.88
51,1.0
52,0.92
53,0.76
54,0.88
55,0.88
56,0.88
57,0.92
58,0.88
59,0.84
60,0.92
61,0.92
62,1.0
63,0.88
64,0.92
65,1.0
66,0.84
67,0.92
68,0.88
69,0.96
70,0.8
71,0.84
72,1.0
73,0.96
74,0.96
75,0.92
76,0.96
77,0.96
78,1.0
79,0.92
80,1.0
81,0.84
82,0.96
83,1.0
84,0.96
85,0.92
86,0.84
87,1.0
88,0.96
89,0.96
90,1.0
91,0.96
92,0.96
93,0.88
94,0.92
95,1.0
96,0.96
97,0.92
98,0.96
99,1.0
100,0.84
