,0
0,0.76
1,0.68
2,0.72
3,0.8
4,0.88
5,0.88
6,0.88
7,0.96
8,0.8
9,0.84
10,0.96
11,0.88
12,0.92
13,0.84
14,0.88
15,0.96
16,0.88
17,0.8
18,0.8
19,0.92
20,0.84
21,0.88
22,1.0
23,0.92
24,0.88
25,0.92
26,0.84
27,0.88
28,0.8
29,0.92
30,0.96
31,0.88
32,0.88
33,0.92
34,0.88
35,0.8
36,0.72
37,0.92
38,0.84
39,0.84
40,0.96
41,0.92
42,0.88
43,0.84
44,0.92
45,0.84
46,0.84
47,0.96
48,0.96
49,0.96
50,0.92
51,1.0
52,0.96
53,0.88
54,0.96
55,0.92
56,0.96
57,0.92
58,0.96
59,0.88
60,0.88
61,0.92
62,0.84
63,0.96
64,0.96
65,0.88
66,1.0
67,0.88
68,0.88
69,0.92
70,0.92
71,0.84
72,1.0
73,0.76
74,0.84
75,0.88
76,0.96
77,1.0
78,0.88
79,1.0
80,0.84
81,0.88
82,0.96
83,1.0
84,0.92
85,0.92
86,0.96
87,0.96
88,0.92
89,0.96
90,0.96
91,0.96
92,0.92
93,0.96
94,0.88
95,0.88
96,0.96
97,0.96
98,0.92
99,0.96
100,0.96
