,0
0,0.56
1,0.76
2,0.72
3,0.8
4,0.84
5,0.84
6,0.96
7,0.68
8,0.88
9,0.8
10,0.8
11,0.68
12,0.88
13,0.88
14,0.88
15,0.8
16,0.88
17,0.84
18,0.92
19,0.76
20,0.8
21,0.84
22,0.88
23,0.84
24,0.88
25,0.92
26,0.92
27,0.76
28,0.96
29,0.76
30,0.84
31,0.8
32,0.92
33,0.84
34,0.92
35,0.72
36,0.92
37,0.8
38,0.92
39,0.84
40,0.88
41,0.88
42,0.68
43,0.92
44,0.84
45,0.92
46,0.92
47,0.92
48,0.96
49,0.84
50,0.84
51,0.88
52,0.92
53,0.76
54,0.84
55,0.92
56,0.88
57,0.84
58,0.96
59,0.92
60,0.88
61,0.88
62,0.84
63,0.8
64,0.96
65,0.84
66,0.84
67,0.8
68,0.92
69,0.88
70,0.96
71,0.8
72,0.92
73,0.88
74,0.92
75,0.92
76,0.92
77,0.88
78,1.0
79,0.88
80,0.88
81,0.88
82,0.84
83,0.84
84,0.88
85,0.92
86,1.0
87,0.92
88,0.88
89,0.84
90,0.84
91,0.88
92,0.84
93,0.96
94,0.96
95,0.84
96,0.96
97,0.92
98,0.76
99,0.88
100,0.84
