,0
0,0.76
1,0.96
2,0.92
3,0.96
4,0.96
5,0.88
6,0.96
7,0.96
8,0.96
9,0.92
10,0.92
11,0.88
12,0.96
13,1.0
14,0.96
15,0.96
16,1.0
17,0.92
18,0.92
19,0.88
20,1.0
21,0.92
22,1.0
23,0.92
24,0.96
25,0.92
26,0.96
27,1.0
28,0.92
29,0.96
30,0.92
31,0.96
32,0.96
33,0.96
34,0.88
35,1.0
36,0.92
37,1.0
38,1.0
39,0.92
40,1.0
41,1.0
42,0.96
43,1.0
44,1.0
45,0.92
46,0.96
47,0.96
48,0.96
49,0.96
50,0.96
51,0.96
52,0.88
53,0.96
54,0.92
55,0.88
56,0.96
57,0.92
58,0.96
59,0.92
60,0.96
61,0.96
62,0.92
63,0.96
64,0.92
65,1.0
66,0.92
67,0.92
68,0.88
69,0.92
70,0.92
71,1.0
72,0.92
73,1.0
74,0.96
75,0.88
76,0.92
77,0.88
78,1.0
79,0.96
80,0.96
81,1.0
82,0.96
83,0.92
84,0.96
85,0.96
86,1.0
87,0.96
88,1.0
89,0.88
90,0.96
91,0.96
92,0.84
93,0.84
94,0.92
95,0.92
96,1.0
97,0.84
98,0.92
99,1.0
100,0.92
