,0
0,0.72
1,0.92
2,0.92
3,0.92
4,0.92
5,0.96
6,0.96
7,0.96
8,0.96
9,0.84
10,0.84
11,1.0
12,0.96
13,0.88
14,0.96
15,0.88
16,0.92
17,0.96
18,0.96
19,0.84
20,0.96
21,1.0
22,0.96
23,0.88
24,0.96
25,1.0
26,0.96
27,0.96
28,1.0
29,1.0
30,1.0
31,0.88
32,0.92
33,1.0
34,0.96
35,0.92
36,1.0
37,1.0
38,0.88
39,0.88
40,0.92
41,0.92
42,0.96
43,0.92
44,0.92
45,0.92
46,1.0
47,0.88
48,0.96
49,1.0
50,0.92
51,0.96
52,0.92
53,0.92
54,0.92
55,0.88
56,0.96
57,0.84
58,0.84
59,0.92
60,1.0
61,0.92
62,0.84
63,0.96
64,0.96
65,1.0
66,0.8
67,0.92
68,0.96
69,0.96
70,1.0
71,1.0
72,0.88
73,0.92
74,0.92
75,0.96
76,0.92
77,1.0
78,0.96
79,0.84
80,0.96
81,0.96
82,1.0
83,0.96
84,0.92
85,0.96
86,0.92
87,0.96
88,0.84
89,0.84
90,0.88
91,1.0
92,0.96
93,0.96
94,0.96
95,1.0
96,0.96
97,0.96
98,1.0
99,0.92
100,0.96
