,0
0,0.76
1,0.96
2,1.0
3,0.96
4,0.96
5,0.92
6,0.92
7,0.92
8,0.96
9,0.96
10,0.88
11,0.96
12,1.0
13,0.96
14,1.0
15,0.88
16,0.96
17,0.92
18,0.96
19,0.96
20,0.88
21,1.0
22,0.96
23,0.84
24,0.92
25,0.96
26,0.88
27,0.84
28,0.96
29,0.92
30,0.96
31,1.0
32,1.0
33,0.96
34,0.84
35,0.92
36,0.88
37,0.92
38,0.88
39,0.88
40,1.0
41,0.92
42,0.96
43,0.8
44,0.92
45,0.96
46,1.0
47,0.96
48,0.96
49,0.96
50,0.92
51,0.96
52,1.0
53,0.96
54,0.96
55,0.92
56,1.0
57,0.96
58,0.96
59,0.96
60,0.96
61,0.92
62,0.96
63,0.96
64,0.88
65,0.92
66,0.96
67,0.84
68,0.96
69,0.92
70,0.92
71,0.96
72,1.0
73,1.0
74,0.88
75,1.0
76,0.92
77,1.0
78,0.96
79,0.96
80,1.0
81,1.0
82,0.96
83,0.88
84,0.96
85,0.92
86,0.88
87,0.84
88,1.0
89,0.92
90,0.96
91,1.0
92,1.0
93,0.96
94,0.92
95,0.96
96,0.92
97,0.88
98,0.96
99,0.92
100,0.92
