,0
0,0.72
1,0.88
2,0.88
3,0.88
4,0.76
5,0.88
6,0.96
7,0.88
8,0.88
9,0.8
10,0.84
11,0.76
12,0.92
13,0.88
14,1.0
15,0.88
16,0.88
17,0.88
18,0.8
19,0.92
20,0.96
21,0.88
22,0.92
23,0.88
24,0.96
25,0.84
26,0.96
27,0.96
28,0.92
29,0.92
30,0.76
31,0.88
32,0.92
33,0.88
34,0.92
35,0.96
36,0.92
37,0.88
38,0.92
39,0.92
40,0.88
41,0.92
42,0.84
43,0.92
44,0.88
45,0.84
46,0.84
47,1.0
48,0.88
49,0.96
50,0.88
51,0.96
52,0.96
53,0.76
54,0.92
55,0.92
56,0.96
57,0.92
58,0.92
59,1.0
60,0.88
61,0.96
62,0.88
63,0.88
64,0.92
65,0.92
66,0.88
67,0.96
68,0.92
69,0.92
70,0.88
71,0.96
72,0.96
73,0.92
74,0.8
75,0.88
76,0.88
77,0.88
78,0.96
79,0.8
80,0.8
81,0.88
82,1.0
83,0.92
84,0.92
85,0.92
86,0.88
87,0.88
88,1.0
89,0.88
90,0.92
91,0.8
92,0.92
93,0.96
94,0.96
95,0.92
96,0.96
97,0.96
98,0.96
99,0.92
100,1.0
