,0
0,0.76
1,0.96
2,0.72
3,0.76
4,0.92
5,0.8
6,0.8
7,0.84
8,0.92
9,0.88
10,0.84
11,0.8
12,0.84
13,0.88
14,0.84
15,0.88
16,0.96
17,0.84
18,0.96
19,0.76
20,0.84
21,0.88
22,0.96
23,0.8
24,0.8
25,0.88
26,0.84
27,0.92
28,0.8
29,0.84
30,0.96
31,0.8
32,0.96
33,0.84
34,0.8
35,0.8
36,0.76
37,0.84
38,0.84
39,0.88
40,0.88
41,0.88
42,0.8
43,0.92
44,1.0
45,0.92
46,1.0
47,0.88
48,0.96
49,0.84
50,0.92
51,0.84
52,0.92
53,0.8
54,0.84
55,0.8
56,0.96
57,0.8
58,0.88
59,0.96
60,0.96
61,0.96
62,0.8
63,0.92
64,1.0
65,0.96
66,0.84
67,0.96
68,0.88
69,0.76
70,0.8
71,0.72
72,0.96
73,1.0
74,0.76
75,0.76
76,0.88
77,0.84
78,0.88
79,0.84
80,0.88
81,0.92
82,0.76
83,0.88
84,0.8
85,0.8
86,0.88
87,0.8
88,0.92
89,0.96
90,0.92
91,0.88
92,0.92
93,0.84
94,0.88
95,0.92
96,0.76
97,0.88
98,0.8
99,0.92
100,0.88
