,0
0,0.8
1,0.88
2,0.8
3,0.76
4,0.92
5,0.88
6,0.88
7,0.8
8,0.76
9,0.92
10,0.92
11,0.84
12,0.84
13,0.84
14,0.84
15,1.0
16,0.88
17,0.68
18,0.72
19,0.88
20,0.92
21,0.88
22,0.92
23,0.88
24,0.88
25,0.84
26,0.76
27,0.84
28,0.92
29,0.88
30,0.88
31,1.0
32,0.88
33,0.96
34,0.88
35,0.84
36,0.72
37,0.96
38,0.96
39,0.84
40,0.92
41,0.84
42,0.92
43,0.88
44,0.84
45,0.92
46,0.88
47,0.76
48,0.8
49,0.76
50,0.84
51,0.88
52,0.72
53,0.88
54,0.84
55,0.84
56,0.88
57,0.84
58,0.88
59,0.96
60,0.8
61,0.96
62,0.84
63,0.88
64,0.88
65,1.0
66,0.88
67,0.8
68,0.76
69,0.8
70,0.96
71,0.96
72,0.8
73,0.84
74,0.84
75,0.84
76,0.88
77,0.92
78,0.84
79,0.88
80,0.8
81,0.96
82,0.88
83,0.88
84,0.84
85,0.92
86,0.84
87,0.8
88,0.92
89,0.92
90,0.84
91,0.84
92,0.96
93,0.76
94,0.92
95,0.84
96,0.88
97,0.8
98,0.88
99,0.92
100,0.96
