,0
0,0.52
1,0.84
2,0.88
3,0.76
4,0.84
5,0.92
6,0.76
7,0.92
8,0.88
9,0.92
10,0.84
11,0.72
12,0.96
13,0.76
14,0.92
15,0.84
16,1.0
17,0.96
18,0.76
19,0.88
20,0.88
21,0.84
22,0.96
23,0.8
24,0.84
25,0.96
26,0.88
27,0.88
28,0.92
29,0.88
30,1.0
31,0.92
32,0.88
33,0.96
34,0.88
35,0.76
36,0.88
37,0.92
38,0.88
39,0.96
40,0.88
41,0.8
42,0.92
43,0.92
44,0.92
45,0.88
46,0.96
47,0.92
48,0.84
49,0.92
50,0.96
51,0.96
52,0.92
53,0.96
54,0.92
55,0.96
56,0.84
57,1.0
58,0.96
59,1.0
60,0.96
61,0.88
62,0.88
63,1.0
64,0.96
65,0.96
66,1.0
67,0.88
68,0.92
69,0.96
70,0.96
71,0.96
72,0.96
73,0.92
74,1.0
75,0.96
76,0.96
77,0.96
78,0.92
79,0.88
80,0.92
81,0.92
82,0.84
83,0.96
84,0.96
85,0.88
86,1.0
87,0.96
88,1.0
89,0.88
90,1.0
91,0.96
92,0.96
93,0.96
94,0.96
95,0.92
96,0.84
97,0.92
98,0.84
99,0.88
100,1.0
