,0
0,0.6
1,0.8
2,0.92
3,0.84
4,0.76
5,0.84
6,0.84
7,0.64
8,0.76
9,0.92
10,0.84
11,0.92
12,0.92
13,0.88
14,0.72
15,0.72
16,0.8
17,0.88
18,0.88
19,0.96
20,0.8
21,1.0
22,0.76
23,0.8
24,0.96
25,0.8
26,0.88
27,1.0
28,0.84
29,0.92
30,0.88
31,0.88
32,0.92
33,0.8
34,0.84
35,0.92
36,0.92
37,0.88
38,0.84
39,0.88
40,0.92
41,0.88
42,0.88
43,0.88
44,0.92
45,0.88
46,0.92
47,0.84
48,0.96
49,0.76
50,0.88
51,1.0
52,0.84
53,0.8
54,0.96
55,0.92
56,0.84
57,0.88
58,1.0
59,0.96
60,1.0
61,0.96
62,0.8
63,0.96
64,0.88
65,0.88
66,0.84
67,0.92
68,0.88
69,0.88
70,0.8
71,0.92
72,0.8
73,0.8
74,0.8
75,0.88
76,0.92
77,0.84
78,0.96
79,0.92
80,0.84
81,0.96
82,0.96
83,0.88
84,0.84
85,0.84
86,0.96
87,0.92
88,0.8
89,0.88
90,0.8
91,0.88
92,0.92
93,0.68
94,0.96
95,0.92
96,0.76
97,0.88
98,0.96
99,0.76
100,0.88
