,0
0,0.76
1,0.88
2,0.84
3,0.88
4,0.96
5,0.92
6,0.92
7,0.96
8,0.92
9,1.0
10,0.92
11,0.92
12,0.88
13,1.0
14,0.92
15,1.0
16,1.0
17,0.96
18,0.92
19,1.0
20,0.96
21,0.92
22,0.88
23,0.88
24,0.96
25,0.96
26,1.0
27,1.0
28,1.0
29,0.96
30,0.8
31,0.96
32,1.0
33,1.0
34,0.84
35,0.96
36,0.88
37,1.0
38,0.96
39,1.0
40,0.96
41,1.0
42,0.92
43,1.0
44,0.92
45,0.96
46,0.96
47,1.0
48,0.96
49,0.88
50,0.96
51,0.92
52,0.92
53,1.0
54,0.96
55,0.92
56,0.88
57,1.0
58,0.88
59,0.96
60,0.84
61,1.0
62,0.92
63,0.96
64,1.0
65,1.0
66,1.0
67,0.96
68,0.84
69,1.0
70,0.92
71,1.0
72,1.0
73,0.96
74,0.92
75,0.92
76,0.88
77,1.0
78,0.92
79,1.0
80,0.96
81,0.96
82,0.96
83,0.96
84,1.0
85,0.96
86,0.88
87,0.92
88,0.96
89,1.0
90,0.96
91,0.92
92,1.0
93,1.0
94,0.92
95,1.0
96,0.92
97,0.92
98,0.96
99,0.92
100,0.96
