,0
0,0.6
1,0.72
2,0.84
3,1.0
4,0.76
5,0.8
6,0.96
7,0.88
8,0.84
9,0.84
10,0.64
11,0.8
12,0.84
13,0.76
14,0.76
15,0.96
16,0.84
17,0.92
18,0.84
19,0.84
20,0.84
21,0.84
22,0.92
23,0.8
24,0.92
25,0.88
26,0.8
27,0.84
28,0.88
29,0.92
30,0.96
31,0.84
32,0.84
33,0.92
34,0.84
35,0.84
36,0.8
37,0.72
38,0.92
39,0.88
40,0.96
41,0.68
42,1.0
43,0.96
44,0.96
45,0.92
46,0.76
47,0.88
48,0.84
49,0.88
50,0.84
51,0.96
52,0.92
53,0.88
54,0.84
55,0.84
56,0.92
57,0.84
58,0.96
59,0.8
60,0.96
61,0.96
62,0.72
63,0.84
64,0.96
65,0.92
66,0.96
67,0.84
68,0.88
69,0.84
70,0.8
71,0.84
72,0.92
73,0.92
74,0.84
75,0.88
76,0.84
77,0.88
78,0.92
79,1.0
80,0.88
81,0.92
82,0.92
83,0.88
84,0.92
85,0.8
86,0.8
87,0.8
88,0.96
89,0.96
90,0.92
91,0.8
92,0.92
93,0.84
94,0.88
95,0.84
96,0.96
97,0.8
98,0.84
99,0.88
100,0.92
