,0
0,0.68
1,0.88
2,0.84
3,0.96
4,0.96
5,1.0
6,0.92
7,0.88
8,0.84
9,0.96
10,0.96
11,0.92
12,1.0
13,0.92
14,1.0
15,0.96
16,1.0
17,0.96
18,0.92
19,0.88
20,0.92
21,0.8
22,0.96
23,0.92
24,0.96
25,0.96
26,0.88
27,0.92
28,0.92
29,0.96
30,0.88
31,1.0
32,0.92
33,0.96
34,0.88
35,0.96
36,0.92
37,0.92
38,0.96
39,0.96
40,0.96
41,0.88
42,0.96
43,0.96
44,0.96
45,0.92
46,0.92
47,0.96
48,0.96
49,0.88
50,0.96
51,1.0
52,0.96
53,1.0
54,0.96
55,0.92
56,0.96
57,0.88
58,1.0
59,0.96
60,0.96
61,0.92
62,0.88
63,0.96
64,1.0
65,0.92
66,0.92
67,0.96
68,0.88
69,1.0
70,0.92
71,0.88
72,1.0
73,0.96
74,0.88
75,0.88
76,0.92
77,0.92
78,1.0
79,0.96
80,1.0
81,0.92
82,0.96
83,0.96
84,0.92
85,0.96
86,0.96
87,0.96
88,0.88
89,0.96
90,0.96
91,0.96
92,0.92
93,1.0
94,0.92
95,0.96
96,0.96
97,0.96
98,0.88
99,0.88
100,1.0
