,0
0,0.64
1,0.8
2,0.8
3,0.8
4,0.84
5,0.92
6,0.92
7,0.88
8,0.88
9,0.88
10,0.8
11,0.8
12,1.0
13,0.68
14,0.72
15,0.8
16,0.84
17,0.72
18,1.0
19,0.88
20,0.76
21,0.88
22,0.8
23,0.96
24,0.8
25,0.88
26,0.64
27,0.92
28,0.88
29,1.0
30,0.76
31,0.72
32,0.96
33,0.8
34,0.88
35,0.92
36,0.92
37,0.92
38,0.84
39,1.0
40,0.92
41,0.96
42,0.96
43,0.88
44,0.92
45,0.88
46,0.88
47,0.88
48,0.84
49,0.88
50,0.88
51,0.88
52,0.8
53,0.8
54,0.92
55,0.92
56,0.96
57,1.0
58,1.0
59,0.84
60,0.8
61,0.88
62,0.76
63,0.84
64,0.92
65,0.88
66,0.84
67,0.92
68,0.84
69,0.88
70,0.72
71,0.76
72,0.84
73,0.8
74,0.84
75,0.96
76,0.92
77,0.96
78,0.96
79,0.84
80,0.96
81,0.96
82,0.88
83,0.92
84,0.84
85,0.92
86,0.84
87,0.92
88,0.84
89,0.8
90,0.92
91,0.96
92,0.92
93,0.96
94,0.84
95,0.72
96,0.88
97,0.88
98,0.8
99,0.88
100,0.88
