,0
0,0.64
1,0.64
2,0.92
3,0.8
4,0.92
5,0.84
6,0.96
7,0.84
8,0.88
9,0.88
10,0.76
11,0.88
12,0.72
13,0.92
14,0.88
15,0.92
16,0.88
17,0.8
18,0.92
19,0.92
20,0.84
21,0.88
22,0.88
23,0.92
24,0.96
25,1.0
26,0.92
27,0.88
28,0.92
29,0.92
30,0.84
31,0.92
32,0.88
33,0.84
34,0.96
35,0.92
36,1.0
37,0.8
38,0.96
39,0.92
40,1.0
41,0.92
42,0.84
43,0.84
44,0.96
45,1.0
46,0.92
47,0.92
48,0.88
49,0.88
50,0.92
51,0.96
52,1.0
53,0.84
54,0.96
55,0.96
56,0.92
57,0.92
58,0.88
59,0.88
60,0.8
61,0.96
62,0.84
63,0.76
64,0.96
65,0.88
66,0.88
67,0.96
68,1.0
69,0.96
70,0.88
71,1.0
72,0.84
73,0.8
74,0.96
75,0.92
76,0.88
77,0.84
78,0.88
79,0.92
80,0.88
81,0.92
82,0.8
83,0.8
84,0.88
85,0.84
86,0.92
87,0.92
88,0.96
89,0.8
90,0.96
91,0.96
92,1.0
93,0.92
94,0.92
95,0.96
96,0.92
97,0.92
98,1.0
99,0.92
100,0.88
