,0
0,0.6
1,0.8
2,0.8
3,0.96
4,0.76
5,0.88
6,0.8
7,0.92
8,0.84
9,0.84
10,0.92
11,0.92
12,0.72
13,0.8
14,0.68
15,0.76
16,0.92
17,0.8
18,0.84
19,0.76
20,0.84
21,0.84
22,0.88
23,0.92
24,0.84
25,0.8
26,0.88
27,0.8
28,0.88
29,1.0
30,0.88
31,0.84
32,0.92
33,0.84
34,0.84
35,0.84
36,0.88
37,0.96
38,0.88
39,0.92
40,0.76
41,0.92
42,0.84
43,0.88
44,0.88
45,0.8
46,0.76
47,0.84
48,0.72
49,0.88
50,0.72
51,0.92
52,0.88
53,0.84
54,0.88
55,0.76
56,0.8
57,0.88
58,0.8
59,0.92
60,0.68
61,0.88
62,0.76
63,0.92
64,0.88
65,0.88
66,0.88
67,0.8
68,0.92
69,0.88
70,0.88
71,0.92
72,0.92
73,1.0
74,0.72
75,0.8
76,0.76
77,0.88
78,0.88
79,0.8
80,0.84
81,0.88
82,0.84
83,1.0
84,0.96
85,0.64
86,0.88
87,0.92
88,0.88
89,0.88
90,0.84
91,0.84
92,0.88
93,0.84
94,0.84
95,0.92
96,0.88
97,0.84
98,0.8
99,0.84
100,0.92
