,0
0,0.6
1,0.72
2,0.76
3,0.64
4,0.84
5,0.84
6,0.88
7,0.76
8,0.84
9,0.84
10,0.88
11,0.84
12,0.8
13,0.88
14,0.88
15,0.96
16,0.96
17,0.96
18,0.92
19,0.88
20,0.92
21,0.88
22,0.88
23,0.88
24,0.96
25,0.88
26,0.92
27,0.96
28,0.92
29,0.96
30,0.92
31,1.0
32,0.8
33,0.96
34,1.0
35,0.96
36,0.96
37,0.96
38,0.92
39,0.88
40,0.84
41,0.8
42,0.88
43,1.0
44,0.92
45,0.92
46,0.88
47,0.88
48,0.92
49,0.96
50,0.92
51,1.0
52,0.84
53,0.84
54,1.0
55,0.96
56,0.84
57,0.96
58,0.84
59,1.0
60,0.96
61,0.84
62,1.0
63,0.92
64,1.0
65,0.88
66,0.96
67,0.8
68,0.96
69,0.96
70,0.96
71,0.92
72,0.96
73,0.96
74,0.92
75,0.72
76,0.96
77,0.96
78,0.84
79,0.92
80,0.96
81,0.92
82,0.92
83,0.92
84,1.0
85,0.96
86,0.96
87,0.92
88,0.92
89,0.84
90,0.96
91,0.96
92,0.96
93,0.96
94,0.88
95,0.84
96,0.92
97,0.96
98,0.88
99,0.96
100,1.0
