,0
0,0.72
1,0.84
2,0.92
3,0.8
4,0.76
5,0.84
6,0.84
7,0.84
8,0.92
9,0.8
10,0.92
11,0.72
12,0.88
13,0.72
14,0.96
15,0.84
16,0.92
17,0.92
18,0.84
19,0.8
20,0.88
21,0.88
22,0.96
23,0.84
24,0.8
25,0.8
26,0.76
27,0.84
28,1.0
29,0.84
30,0.88
31,0.88
32,0.96
33,0.88
34,0.92
35,0.84
36,0.96
37,0.92
38,0.92
39,0.92
40,0.92
41,0.96
42,0.88
43,0.92
44,0.92
45,0.88
46,0.96
47,0.92
48,0.92
49,0.76
50,0.88
51,0.84
52,0.96
53,0.88
54,0.88
55,0.84
56,0.84
57,0.88
58,0.84
59,0.92
60,0.96
61,0.96
62,0.88
63,0.76
64,0.96
65,0.88
66,0.88
67,0.88
68,0.96
69,0.96
70,0.88
71,0.92
72,0.92
73,0.84
74,0.92
75,0.72
76,0.84
77,0.8
78,0.88
79,0.96
80,0.84
81,0.76
82,0.84
83,0.8
84,0.92
85,0.96
86,0.96
87,0.96
88,0.92
89,0.88
90,0.92
91,0.72
92,0.88
93,0.76
94,0.92
95,0.96
96,0.84
97,0.84
98,0.8
99,0.92
100,0.8
