,0
0,0.72
1,0.84
2,0.68
3,0.8
4,0.92
5,0.92
6,0.72
7,0.76
8,0.8
9,0.68
10,0.8
11,0.8
12,0.8
13,0.88
14,0.92
15,0.76
16,0.88
17,0.76
18,0.96
19,0.84
20,0.84
21,0.8
22,0.92
23,0.96
24,0.88
25,0.92
26,0.8
27,0.96
28,0.96
29,0.88
30,0.88
31,0.88
32,0.92
33,0.88
34,0.96
35,0.8
36,0.8
37,0.88
38,0.84
39,0.88
40,0.8
41,0.84
42,1.0
43,0.92
44,0.68
45,0.92
46,0.92
47,0.92
48,0.88
49,0.96
50,0.88
51,0.92
52,0.96
53,0.8
54,0.8
55,0.92
56,0.88
57,0.84
58,0.92
59,0.96
60,0.96
61,0.8
62,0.96
63,0.88
64,0.96
65,0.96
66,0.76
67,0.92
68,0.88
69,0.92
70,0.88
71,0.88
72,0.84
73,0.92
74,0.84
75,0.8
76,0.72
77,0.8
78,0.92
79,0.84
80,0.76
81,0.8
82,0.92
83,0.88
84,0.88
85,0.84
86,0.92
87,0.8
88,0.8
89,0.84
90,0.92
91,0.88
92,0.88
93,0.92
94,0.92
95,0.84
96,0.88
97,0.88
98,0.92
99,0.92
100,0.92
