,0
0,0.48
1,0.76
2,0.8
3,0.68
4,0.92
5,0.92
6,0.88
7,0.8
8,0.76
9,0.72
10,0.96
11,0.84
12,1.0
13,0.88
14,0.84
15,0.84
16,0.84
17,0.84
18,0.96
19,0.96
20,0.92
21,0.92
22,0.92
23,0.72
24,0.92
25,0.96
26,0.88
27,0.84
28,0.92
29,0.92
30,1.0
31,0.92
32,0.96
33,0.96
34,0.88
35,0.92
36,0.92
37,0.96
38,0.88
39,0.96
40,1.0
41,0.96
42,0.88
43,0.92
44,0.92
45,0.96
46,0.92
47,0.84
48,0.8
49,1.0
50,1.0
51,0.96
52,0.96
53,1.0
54,1.0
55,0.92
56,0.88
57,1.0
58,0.96
59,1.0
60,0.88
61,1.0
62,0.84
63,0.88
64,0.92
65,1.0
66,0.92
67,1.0
68,0.84
69,0.96
70,0.88
71,0.96
72,0.96
73,0.8
74,0.88
75,0.88
76,0.88
77,1.0
78,0.84
79,0.96
80,0.96
81,0.96
82,0.92
83,0.84
84,0.92
85,0.96
86,0.88
87,0.88
88,0.92
89,0.92
90,1.0
91,0.96
92,0.96
93,0.88
94,1.0
95,0.88
96,0.92
97,0.88
98,0.92
99,1.0
100,0.92
