,0
0,0.72
1,0.8
2,0.8
3,0.84
4,0.96
5,0.84
6,0.84
7,0.8
8,0.84
9,0.8
10,0.92
11,0.96
12,0.96
13,0.96
14,0.88
15,0.96
16,0.68
17,0.96
18,0.88
19,0.88
20,0.92
21,0.84
22,0.92
23,0.96
24,0.88
25,0.84
26,0.84
27,0.88
28,1.0
29,0.84
30,0.96
31,0.84
32,0.84
33,1.0
34,0.88
35,0.96
36,0.92
37,0.8
38,1.0
39,0.88
40,0.92
41,0.84
42,0.92
43,0.92
44,0.88
45,0.88
46,0.92
47,0.96
48,0.92
49,0.92
50,0.96
51,0.88
52,0.8
53,0.92
54,0.92
55,0.92
56,0.88
57,0.8
58,0.84
59,0.96
60,0.92
61,0.96
62,0.96
63,0.92
64,0.96
65,0.92
66,0.92
67,1.0
68,0.84
69,0.92
70,0.96
71,0.96
72,0.8
73,0.84
74,0.96
75,0.92
76,0.88
77,0.96
78,0.96
79,0.88
80,0.96
81,0.96
82,0.84
83,0.84
84,0.8
85,0.92
86,0.84
87,1.0
88,1.0
89,0.96
90,0.92
91,0.96
92,0.92
93,0.96
94,0.88
95,0.8
96,0.84
97,1.0
98,1.0
99,0.96
100,0.88
