,0
0,0.68
1,0.76
2,0.88
3,0.76
4,0.72
5,0.72
6,0.88
7,0.84
8,0.92
9,0.84
10,0.84
11,0.92
12,0.96
13,0.96
14,0.76
15,0.88
16,0.92
17,0.92
18,0.96
19,1.0
20,0.76
21,0.92
22,0.96
23,0.92
24,0.84
25,0.92
26,0.96
27,0.88
28,0.84
29,0.96
30,0.88
31,0.84
32,0.92
33,0.72
34,0.92
35,0.92
36,0.92
37,0.96
38,0.96
39,0.88
40,0.96
41,0.96
42,1.0
43,0.96
44,0.96
45,0.92
46,0.92
47,0.96
48,0.88
49,1.0
50,0.92
51,0.88
52,0.92
53,0.88
54,0.76
55,1.0
56,0.84
57,0.96
58,0.96
59,0.84
60,0.92
61,0.92
62,0.92
63,0.88
64,1.0
65,1.0
66,0.96
67,0.84
68,0.92
69,0.88
70,0.92
71,0.88
72,0.92
73,0.92
74,0.8
75,0.92
76,0.92
77,0.92
78,0.96
79,0.92
80,0.8
81,0.96
82,0.88
83,0.92
84,0.92
85,0.88
86,0.84
87,0.96
88,0.92
89,0.96
90,0.92
91,0.96
92,0.96
93,0.88
94,1.0
95,1.0
96,0.96
97,0.84
98,0.96
99,1.0
100,0.96
