,0
0,0.52
1,0.88
2,0.84
3,0.88
4,0.72
5,0.84
6,0.92
7,0.92
8,0.68
9,0.88
10,0.92
11,0.92
12,0.88
13,0.92
14,0.88
15,0.96
16,0.88
17,0.88
18,0.92
19,0.92
20,0.88
21,1.0
22,0.92
23,0.84
24,0.92
25,0.88
26,0.88
27,0.96
28,0.92
29,0.92
30,0.96
31,1.0
32,0.92
33,0.92
34,1.0
35,0.96
36,0.92
37,0.96
38,0.92
39,0.92
40,1.0
41,1.0
42,0.96
43,0.92
44,0.88
45,0.88
46,0.92
47,0.88
48,0.92
49,0.92
50,0.92
51,0.88
52,0.8
53,0.88
54,0.92
55,0.92
56,0.8
57,0.96
58,0.88
59,0.96
60,0.92
61,0.92
62,0.96
63,0.92
64,0.88
65,0.92
66,0.84
67,0.96
68,0.96
69,0.96
70,1.0
71,0.96
72,0.92
73,0.88
74,0.92
75,1.0
76,0.88
77,0.92
78,0.96
79,0.92
80,0.88
81,0.92
82,0.92
83,0.92
84,1.0
85,0.84
86,0.96
87,0.96
88,0.96
89,0.96
90,0.96
91,0.92
92,0.92
93,0.92
94,0.84
95,0.8
96,0.88
97,1.0
98,0.96
99,0.96
100,0.96
