,0
0,0.76
1,0.84
2,0.92
3,0.88
4,1.0
5,1.0
6,0.84
7,0.92
8,1.0
9,0.92
10,0.96
11,1.0
12,0.96
13,0.96
14,0.92
15,0.96
16,1.0
17,0.92
18,0.88
19,0.88
20,0.92
21,0.88
22,0.96
23,0.96
24,1.0
25,0.92
26,0.92
27,0.96
28,1.0
29,0.96
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,0.96
37,1.0
38,0.92
39,1.0
40,1.0
41,1.0
42,1.0
43,0.92
44,0.84
45,0.88
46,0.96
47,1.0
48,0.92
49,0.96
50,0.92
51,1.0
52,0.96
53,0.88
54,1.0
55,0.96
56,0.92
57,0.92
58,1.0
59,0.92
60,0.96
61,0.96
62,0.92
63,0.92
64,0.96
65,0.92
66,0.88
67,1.0
68,0.96
69,0.88
70,0.96
71,0.96
72,0.92
73,0.96
74,0.88
75,0.92
76,0.88
77,0.88
78,0.88
79,1.0
80,0.88
81,0.88
82,0.96
83,1.0
84,0.96
85,0.96
86,1.0
87,0.96
88,0.88
89,0.96
90,0.96
91,0.96
92,1.0
93,1.0
94,0.96
95,0.92
96,0.92
97,0.96
98,0.96
99,0.88
100,0.92
