,0
0,0.72
1,0.84
2,0.96
3,0.92
4,0.96
5,0.88
6,1.0
7,0.96
8,0.88
9,0.92
10,0.96
11,1.0
12,0.92
13,0.92
14,0.96
15,0.88
16,1.0
17,0.96
18,0.88
19,0.96
20,0.92
21,0.92
22,0.96
23,1.0
24,0.88
25,1.0
26,0.96
27,0.88
28,0.84
29,0.96
30,0.92
31,0.92
32,0.92
33,0.96
34,0.96
35,0.96
36,0.96
37,0.96
38,0.92
39,0.92
40,0.92
41,1.0
42,0.92
43,0.96
44,0.96
45,1.0
46,1.0
47,0.84
48,0.96
49,0.96
50,0.92
51,0.96
52,1.0
53,0.92
54,0.92
55,0.96
56,1.0
57,0.96
58,0.92
59,1.0
60,0.96
61,0.96
62,0.88
63,0.92
64,0.96
65,0.88
66,0.88
67,0.88
68,0.88
69,0.92
70,0.96
71,0.92
72,0.88
73,0.88
74,0.88
75,0.92
76,0.96
77,0.96
78,0.92
79,0.88
80,0.8
81,0.96
82,0.92
83,0.96
84,0.88
85,0.96
86,0.92
87,1.0
88,0.96
89,0.84
90,0.96
91,1.0
92,1.0
93,0.92
94,0.88
95,0.88
96,1.0
97,0.92
98,0.96
99,0.92
100,0.96
