,0
0,0.68
1,0.8
2,0.84
3,0.8
4,0.84
5,0.88
6,0.88
7,0.84
8,0.84
9,0.72
10,0.88
11,0.88
12,0.84
13,0.76
14,0.84
15,0.8
16,0.88
17,0.88
18,0.96
19,0.92
20,0.8
21,0.88
22,0.88
23,0.88
24,0.92
25,0.92
26,0.92
27,0.96
28,0.92
29,0.96
30,0.96
31,0.92
32,0.96
33,0.84
34,0.84
35,0.92
36,0.92
37,0.88
38,0.84
39,0.96
40,1.0
41,0.84
42,0.84
43,0.92
44,0.96
45,0.96
46,0.88
47,0.88
48,0.92
49,0.88
50,0.92
51,0.96
52,0.92
53,0.88
54,0.92
55,1.0
56,0.88
57,0.92
58,0.88
59,0.84
60,0.92
61,0.92
62,0.88
63,0.96
64,1.0
65,0.96
66,0.84
67,0.96
68,0.88
69,0.8
70,0.92
71,0.88
72,0.96
73,0.96
74,0.88
75,0.96
76,0.92
77,0.88
78,0.92
79,0.88
80,0.92
81,0.88
82,0.92
83,0.88
84,0.88
85,0.84
86,0.92
87,0.88
88,0.92
89,0.88
90,0.96
91,0.88
92,0.84
93,1.0
94,0.96
95,0.96
96,0.8
97,0.92
98,0.96
99,1.0
100,0.96
