,0
0,0.52
1,0.76
2,0.72
3,0.8
4,0.56
5,0.64
6,0.48
7,0.76
8,0.68
9,0.76
10,0.56
11,0.6
12,0.68
13,0.64
14,0.68
15,0.64
16,0.68
17,0.76
18,0.48
19,0.76
20,0.68
21,0.76
22,0.68
23,0.64
24,0.72
25,0.68
26,0.64
27,0.68
28,0.6
29,0.64
30,0.8
31,0.52
32,0.72
33,0.72
34,0.72
35,0.72
36,0.56
37,0.72
38,0.8
39,0.76
40,0.68
41,0.64
42,0.76
43,0.64
44,0.88
45,0.72
46,0.68
47,0.72
48,0.72
49,0.6
50,0.76
51,0.56
52,0.72
53,0.72
54,0.8
55,0.56
56,0.76
57,0.68
58,0.64
59,0.6
60,0.4
61,0.76
62,0.76
63,0.64
64,0.68
65,0.68
66,0.72
67,0.64
68,0.68
69,0.72
70,0.56
71,0.68
72,0.6
73,0.64
74,0.72
75,0.88
76,0.68
77,0.8
78,0.64
79,0.8
80,0.6
81,0.64
82,0.64
83,0.48
84,0.76
85,0.72
86,0.68
87,0.6
88,0.76
89,0.6
90,0.64
91,0.72
92,0.64
93,0.72
94,0.68
95,0.6
96,0.6
97,0.76
98,0.72
99,0.52
100,0.8
