,0
0,0.28
1,0.68
2,0.72
3,0.72
4,0.72
5,0.56
6,0.72
7,0.8
8,0.6
9,0.72
10,0.76
11,0.64
12,0.76
13,0.68
14,0.72
15,0.68
16,0.6
17,0.8
18,0.68
19,0.64
20,0.76
21,0.44
22,0.88
23,0.8
24,0.72
25,0.6
26,0.76
27,0.8
28,0.72
29,0.64
30,0.8
31,0.6
32,0.68
33,0.76
34,0.6
35,0.72
36,0.76
37,0.64
38,0.52
39,0.84
40,0.68
41,0.72
42,0.68
43,0.52
44,0.76
45,0.76
46,0.64
47,0.68
48,0.72
49,0.6
50,0.88
51,0.56
52,0.64
53,0.64
54,0.8
55,0.6
56,0.76
57,0.68
58,0.68
59,0.56
60,0.4
61,0.76
62,0.8
63,0.6
64,0.68
65,0.76
66,0.72
67,0.6
68,0.6
69,0.68
70,0.6
71,0.72
72,0.6
73,0.68
74,0.6
75,0.84
76,0.64
77,0.84
78,0.64
79,0.76
80,0.64
81,0.56
82,0.6
83,0.52
84,0.64
85,0.72
86,0.72
87,0.56
88,0.8
89,0.64
90,0.64
91,0.68
92,0.6
93,0.56
94,0.6
95,0.72
96,0.68
97,0.72
98,0.72
99,0.56
100,0.64
