,0
0,0.52
1,0.72
2,0.68
3,0.76
4,0.56
5,0.72
6,0.76
7,0.76
8,0.76
9,0.76
10,0.44
11,0.72
12,0.56
13,0.72
14,0.64
15,0.72
16,0.68
17,0.72
18,0.64
19,0.64
20,0.72
21,0.84
22,0.6
23,0.64
24,0.64
25,0.52
26,0.92
27,0.48
28,0.64
29,0.76
30,0.72
31,0.76
32,0.64
33,0.76
34,0.6
35,0.68
36,0.68
37,0.68
38,0.64
39,0.48
40,0.88
41,0.68
42,0.76
43,0.68
44,0.6
45,0.72
46,0.84
47,0.64
48,0.6
49,0.72
50,0.6
51,0.8
52,0.8
53,0.68
54,0.72
55,0.64
56,0.72
57,0.72
58,0.64
59,0.76
60,0.52
61,0.72
62,0.84
63,0.68
64,0.64
65,0.68
66,0.56
67,0.68
68,0.64
69,0.72
70,0.68
71,0.76
72,0.64
73,0.64
74,0.68
75,0.56
76,0.76
77,0.8
78,0.6
79,0.72
80,0.76
81,0.72
82,0.64
83,0.76
84,0.64
85,0.72
86,0.72
87,0.72
88,0.64
89,0.64
90,0.76
91,0.88
92,0.68
93,0.64
94,0.56
95,0.68
96,0.76
97,0.76
98,0.52
99,0.6
100,0.72
