,0
0,0.36
1,0.72
2,0.6
3,0.56
4,0.68
5,0.44
6,0.52
7,0.72
8,0.68
9,0.6
10,0.48
11,0.64
12,0.56
13,0.48
14,0.32
15,0.76
16,0.8
17,0.68
18,0.48
19,0.64
20,0.6
21,0.56
22,0.6
23,0.56
24,0.6
25,0.68
26,0.48
27,0.64
28,0.76
29,0.56
30,0.4
31,0.6
32,0.64
33,0.56
34,0.76
35,0.68
36,0.72
37,0.8
38,0.64
39,0.6
40,0.48
41,0.72
42,0.56
43,0.56
44,0.52
45,0.56
46,0.68
47,0.68
48,0.6
49,0.8
50,0.84
51,0.64
52,0.76
53,0.8
54,0.44
55,0.8
56,0.92
57,0.76
58,0.88
59,0.88
60,0.92
61,1.0
62,0.96
63,0.96
64,0.92
65,0.96
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,0.96
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,0.96
97,1.0
98,1.0
99,1.0
100,1.0
