,0
0,0.52
1,0.52
2,0.52
3,0.48
4,0.56
5,0.64
6,0.6
7,0.8
8,0.6
9,0.88
10,0.84
11,0.68
12,0.76
13,0.76
14,0.76
15,0.72
16,0.84
17,0.56
18,0.68
19,0.88
20,0.52
21,0.68
22,0.8
23,0.76
24,0.84
25,0.6
26,0.72
27,0.72
28,0.4
29,0.68
30,0.6
31,0.52
32,0.76
33,0.72
34,0.72
35,0.68
36,0.64
37,0.76
38,0.76
39,0.64
40,0.84
41,0.6
42,0.68
43,0.68
44,0.84
45,0.64
46,0.68
47,0.6
48,0.72
49,0.68
50,0.56
51,0.52
52,0.8
53,0.76
54,0.6
55,0.76
56,0.8
57,0.76
58,0.6
59,0.64
60,0.8
61,0.56
62,0.88
63,0.56
64,0.64
65,0.72
66,0.68
67,0.68
68,0.64
69,0.64
70,0.68
71,0.68
72,0.68
73,0.72
74,0.72
75,0.68
76,0.76
77,0.72
78,0.8
79,0.68
80,0.76
81,0.84
82,0.8
83,0.72
84,0.8
85,0.84
86,0.8
87,0.44
88,0.52
89,0.64
90,0.52
91,0.48
92,0.44
93,0.84
94,0.72
95,0.8
96,0.64
97,0.76
98,0.6
99,0.68
100,0.68
