,0
0,0.48
1,0.56
2,0.6
3,0.8
4,0.76
5,0.72
6,0.68
7,0.68
8,0.64
9,0.56
10,0.64
11,0.72
12,0.64
13,0.72
14,0.72
15,0.68
16,0.72
17,0.72
18,0.68
19,0.64
20,0.72
21,0.64
22,0.76
23,0.76
24,0.8
25,0.68
26,0.8
27,0.72
28,0.72
29,0.88
30,0.64
31,0.6
32,0.44
33,0.76
34,0.72
35,0.64
36,0.72
37,0.84
38,0.72
39,0.72
40,0.76
41,0.56
42,0.84
43,0.48
44,0.76
45,0.6
46,0.8
47,0.8
48,0.68
49,0.64
50,0.84
51,0.68
52,0.76
53,0.68
54,0.8
55,0.6
56,0.52
57,0.72
58,0.64
59,0.52
60,0.8
61,0.56
62,0.6
63,0.72
64,0.64
65,0.8
66,0.64
67,0.6
68,0.68
69,0.52
70,0.56
71,0.64
72,0.6
73,0.68
74,0.68
75,0.56
76,0.84
77,0.72
78,0.68
79,0.6
80,0.64
81,0.72
82,0.72
83,0.64
84,0.64
85,0.8
86,0.48
87,0.68
88,0.64
89,0.64
90,0.72
91,0.72
92,0.64
93,0.64
94,0.56
95,0.72
96,0.76
97,0.6
98,0.64
99,0.6
100,0.76
