,0
0,0.52
1,0.64
2,0.64
3,0.56
4,0.68
5,0.64
6,0.84
7,0.64
8,0.68
9,0.72
10,0.56
11,0.8
12,0.76
13,0.72
14,0.56
15,0.48
16,0.8
17,0.56
18,0.6
19,0.64
20,0.64
21,0.64
22,0.68
23,0.8
24,0.76
25,0.92
26,0.6
27,0.84
28,0.68
29,0.64
30,0.84
31,0.64
32,0.68
33,0.64
34,0.6
35,0.56
36,0.64
37,0.6
38,0.68
39,0.72
40,0.88
41,0.68
42,0.72
43,0.76
44,0.64
45,0.6
46,0.76
47,0.68
48,0.72
49,0.68
50,0.68
51,0.48
52,0.72
53,0.72
54,0.56
55,0.72
56,0.76
57,0.8
58,0.56
59,0.64
60,0.72
61,0.52
62,0.72
63,0.52
64,0.52
65,0.6
66,0.6
67,0.64
68,0.68
69,0.76
70,0.68
71,0.64
72,0.64
73,0.56
74,0.6
75,0.64
76,0.72
77,0.64
78,0.6
79,0.68
80,0.68
81,0.76
82,0.84
83,0.76
84,0.8
85,0.84
86,0.84
87,0.44
88,0.6
89,0.76
90,0.4
91,0.56
92,0.48
93,0.72
94,0.72
95,0.72
96,0.64
97,0.8
98,0.56
99,0.8
100,0.72
