,0
0,0.48
1,0.6
2,0.68
3,0.8
4,0.6
5,0.48
6,0.68
7,0.68
8,0.68
9,0.72
10,0.6
11,0.56
12,0.64
13,0.56
14,0.72
15,0.52
16,0.76
17,0.8
18,0.52
19,0.72
20,0.6
21,0.76
22,0.56
23,0.64
24,0.72
25,0.8
26,0.76
27,0.68
28,0.72
29,0.64
30,0.8
31,0.48
32,0.76
33,0.76
34,0.6
35,0.64
36,0.64
37,0.76
38,0.84
39,0.84
40,0.72
41,0.64
42,0.76
43,0.72
44,0.88
45,0.64
46,0.64
47,0.76
48,0.64
49,0.6
50,0.48
51,0.76
52,0.76
53,0.72
54,0.72
55,0.68
56,0.72
57,0.64
58,0.72
59,0.76
60,0.52
61,0.68
62,0.88
63,0.8
64,0.64
65,0.68
66,0.6
67,0.68
68,0.68
69,0.72
70,0.72
71,0.72
72,0.68
73,0.68
74,0.68
75,0.6
76,0.76
77,0.84
78,0.56
79,0.76
80,0.76
81,0.76
82,0.64
83,0.76
84,0.64
85,0.72
86,0.76
87,0.68
88,0.68
89,0.64
90,0.76
91,0.88
92,0.68
93,0.64
94,0.56
95,0.68
96,0.8
97,0.76
98,0.56
99,0.6
100,0.72
