,0
0,0.52
1,0.72
2,0.6
3,0.68
4,0.64
5,0.64
6,0.76
7,0.6
8,0.72
9,0.64
10,0.64
11,0.72
12,0.48
13,0.68
14,0.72
15,0.64
16,0.76
17,0.76
18,0.76
19,0.64
20,0.8
21,0.6
22,0.68
23,0.76
24,0.84
25,0.6
26,0.84
27,0.8
28,0.76
29,0.88
30,0.64
31,0.68
32,0.48
33,0.76
34,0.64
35,0.72
36,0.8
37,0.72
38,0.64
39,0.68
40,0.76
41,0.64
42,0.84
43,0.48
44,0.6
45,0.6
46,0.76
47,0.76
48,0.72
49,0.6
50,0.52
51,0.52
52,0.68
53,0.48
54,0.6
55,0.56
56,0.64
57,0.6
58,0.52
59,0.8
60,0.88
61,0.68
62,0.6
63,0.84
64,0.72
65,0.72
66,0.72
67,0.68
68,0.56
69,0.84
70,0.68
71,0.68
72,0.52
73,0.56
74,0.84
75,0.8
76,0.56
77,0.6
78,0.64
79,0.6
80,0.56
81,0.56
82,0.6
83,0.76
84,0.6
85,0.68
86,0.76
87,0.64
88,0.6
89,0.72
90,0.64
91,0.68
92,0.68
93,0.64
94,0.68
95,0.76
96,0.6
97,0.56
98,0.6
99,0.6
100,0.72
