,0
0,0.48
1,0.8
2,0.76
3,0.72
4,0.8
5,0.92
6,0.68
7,0.76
8,0.68
9,0.76
10,0.76
11,0.68
12,0.6
13,0.56
14,0.76
15,0.76
16,0.8
17,0.92
18,0.72
19,0.6
20,0.68
21,0.76
22,0.84
23,0.68
24,0.64
25,0.68
26,0.56
27,0.72
28,0.88
29,0.76
30,0.72
31,0.84
32,0.76
33,0.6
34,0.8
35,0.8
36,0.72
37,0.76
38,0.72
39,0.8
40,0.6
41,0.72
42,0.64
43,0.8
44,0.6
45,0.64
46,0.68
47,0.68
48,0.64
49,0.76
50,0.64
51,0.56
52,0.52
53,0.68
54,0.72
55,0.72
56,0.56
57,0.88
58,0.68
59,0.76
60,0.72
61,0.76
62,0.72
63,0.88
64,0.64
65,0.76
66,0.8
67,0.72
68,0.88
69,0.6
70,0.6
71,0.6
72,0.72
73,0.52
74,0.68
75,0.64
76,0.72
77,0.72
78,0.8
79,0.64
80,0.72
81,0.56
82,0.8
83,0.72
84,0.72
85,0.8
86,0.64
87,0.68
88,0.64
89,0.72
90,0.88
91,0.8
92,0.76
93,0.56
94,0.8
95,0.68
96,0.56
97,0.72
98,0.72
99,0.72
100,0.76
