,0
0,0.56
1,0.6
2,0.68
3,0.64
4,0.88
5,0.72
6,0.92
7,0.8
8,0.76
9,0.84
10,0.76
11,0.72
12,0.64
13,0.88
14,0.84
15,0.76
16,0.76
17,0.72
18,0.72
19,0.8
20,0.68
21,0.6
22,0.68
23,0.84
24,0.92
25,0.8
26,0.72
27,0.8
28,0.76
29,0.72
30,0.64
31,0.84
32,0.76
33,0.8
34,0.64
35,0.68
36,0.8
37,0.88
38,0.8
39,0.68
40,0.8
41,0.8
42,0.76
43,0.8
44,0.8
45,0.76
46,0.84
47,0.52
48,0.76
49,0.68
50,0.68
51,0.6
52,0.72
53,0.72
54,0.68
55,0.68
56,0.8
57,0.68
58,0.68
59,0.76
60,0.64
61,0.72
62,0.72
63,0.64
64,0.48
65,0.72
66,0.68
67,0.56
68,0.68
69,0.6
70,0.56
71,0.48
72,0.52
73,0.52
74,0.8
75,0.6
76,0.72
77,0.6
78,0.6
79,0.76
80,0.72
81,0.64
82,0.68
83,0.6
84,0.8
85,0.76
86,0.56
87,0.56
88,0.64
89,0.64
90,0.76
91,0.8
92,0.64
93,0.52
94,0.6
95,0.72
96,0.6
97,0.72
98,0.72
99,0.64
100,0.72
