,0
0,0.64
1,0.76
2,0.6
3,0.56
4,0.72
5,0.8
6,0.84
7,0.88
8,0.96
9,0.68
10,0.8
11,0.84
12,0.8
13,0.72
14,0.76
15,0.76
16,0.88
17,0.88
18,0.88
19,0.88
20,0.76
21,0.72
22,0.8
23,0.8
24,0.92
25,0.88
26,0.8
27,0.8
28,0.76
29,0.76
30,0.68
31,0.84
32,0.68
33,0.92
34,0.88
35,0.76
36,0.84
37,0.64
38,0.56
39,0.76
40,0.76
41,0.64
42,0.72
43,0.68
44,0.68
45,0.56
46,0.48
47,0.6
48,0.52
49,0.52
50,0.64
51,0.8
52,0.72
53,0.68
54,0.52
55,0.56
56,0.72
57,0.56
58,0.6
59,0.76
60,0.68
61,0.76
62,0.64
63,0.48
64,0.76
65,0.6
66,0.76
67,0.56
68,0.8
69,0.68
70,0.8
71,0.76
72,0.8
73,0.64
74,0.76
75,0.6
76,0.64
77,0.8
78,0.68
79,0.48
80,0.8
81,0.76
82,0.68
83,0.72
84,0.48
85,0.56
86,0.52
87,0.8
88,0.6
89,0.48
90,0.64
91,0.64
92,0.56
93,0.52
94,0.6
95,0.52
96,0.84
97,0.64
98,0.68
99,0.64
100,0.52
