,0
0,0.52
1,0.76
2,0.8
3,0.76
4,0.8
5,0.76
6,0.84
7,0.64
8,0.84
9,0.72
10,0.8
11,0.88
12,0.92
13,0.84
14,0.88
15,0.92
16,0.88
17,0.88
18,0.8
19,0.8
20,0.88
21,0.8
22,0.84
23,0.76
24,0.88
25,0.72
26,0.68
27,0.84
28,0.76
29,0.76
30,0.88
31,0.76
32,0.72
33,0.64
34,0.84
35,0.72
36,0.72
37,0.64
38,0.72
39,0.84
40,0.6
41,0.84
42,0.72
43,0.76
44,0.68
45,0.88
46,0.56
47,0.72
48,0.56
49,0.72
50,0.84
51,0.36
52,0.8
53,0.76
54,0.6
55,0.68
56,0.76
57,0.64
58,0.64
59,0.64
60,0.6
61,0.44
62,0.6
63,0.28
64,0.6
65,0.68
66,0.56
67,0.52
68,0.32
69,0.52
70,0.64
71,0.6
72,0.4
73,0.32
74,0.56
75,0.6
76,0.4
77,0.44
78,0.52
79,0.6
80,0.44
81,0.72
82,0.6
83,0.68
84,0.56
85,0.6
86,0.52
87,0.56
88,0.76
89,0.72
90,0.48
91,0.4
92,0.68
93,0.56
94,0.68
95,0.52
96,0.48
97,0.76
98,0.56
99,0.72
100,0.48
