,0
0,0.56
1,0.72
2,0.88
3,0.68
4,0.68
5,0.8
6,0.64
7,0.64
8,0.72
9,0.92
10,0.88
11,0.88
12,0.76
13,0.88
14,0.84
15,0.72
16,0.76
17,0.6
18,0.72
19,0.8
20,0.72
21,0.68
22,0.72
23,0.56
24,0.64
25,0.72
26,0.44
27,0.8
28,0.68
29,0.84
30,0.56
31,0.68
32,0.68
33,0.64
34,0.72
35,0.84
36,0.84
37,0.8
38,0.68
39,0.88
40,0.68
41,0.52
42,0.72
43,0.84
44,0.68
45,0.8
46,0.6
47,0.8
48,0.72
49,0.76
50,0.64
51,0.56
52,0.64
53,0.6
54,0.8
55,0.72
56,0.6
57,0.56
58,0.76
59,0.48
60,0.76
61,0.6
62,0.48
63,0.64
64,0.68
65,0.44
66,0.72
67,0.64
68,0.56
69,0.72
70,0.48
71,0.64
72,0.84
73,0.88
74,0.76
75,0.88
76,0.88
77,0.64
78,0.72
79,0.76
80,0.64
81,0.72
82,0.64
83,0.68
84,0.72
85,0.88
86,0.68
87,0.72
88,0.6
89,0.72
90,0.88
91,0.8
92,0.96
93,0.8
94,0.8
95,0.64
96,0.84
97,0.56
98,0.52
99,0.56
100,0.76
