,0
0,0.6
1,0.68
2,0.84
3,0.76
4,0.68
5,0.76
6,0.8
7,0.72
8,0.8
9,0.92
10,0.68
11,0.64
12,0.6
13,0.88
14,0.76
15,0.76
16,0.72
17,0.8
18,0.72
19,0.96
20,0.92
21,0.92
22,0.88
23,0.8
24,0.84
25,0.8
26,0.92
27,0.64
28,0.76
29,0.84
30,0.72
31,0.8
32,0.68
33,0.56
34,0.64
35,0.68
36,0.72
37,0.8
38,0.72
39,0.8
40,0.8
41,0.64
42,0.56
43,0.56
44,0.68
45,0.6
46,0.64
47,0.64
48,0.76
49,0.72
50,0.76
51,0.6
52,0.6
53,0.76
54,0.72
55,0.72
56,0.72
57,0.8
58,0.76
59,0.6
60,0.8
61,0.8
62,0.68
63,0.8
64,0.68
65,0.68
66,0.72
67,0.88
68,0.88
69,0.88
70,0.84
71,0.84
72,0.8
73,0.88
74,0.92
75,0.96
76,0.92
77,0.88
78,0.88
79,0.72
80,0.8
81,0.8
82,0.72
83,0.84
84,0.6
85,0.84
86,0.8
87,0.92
88,0.72
89,0.8
90,0.64
91,0.8
92,0.56
93,0.76
94,0.8
95,0.72
96,0.6
97,0.72
98,0.8
99,0.72
100,0.72
