,0
0,0.64
1,0.72
2,0.72
3,0.72
4,0.88
5,0.8
6,0.96
7,0.76
8,0.8
9,0.72
10,0.84
11,0.64
12,0.68
13,0.88
14,0.8
15,0.6
16,0.72
17,0.84
18,0.8
19,0.76
20,0.8
21,0.68
22,0.56
23,0.76
24,0.8
25,0.8
26,0.52
27,0.96
28,0.72
29,0.76
30,0.6
31,0.8
32,0.64
33,0.72
34,0.6
35,0.64
36,0.76
37,0.8
38,0.68
39,0.8
40,0.6
41,0.64
42,0.72
43,0.68
44,0.76
45,0.64
46,0.72
47,0.72
48,0.88
49,0.76
50,0.68
51,0.76
52,0.6
53,0.6
54,0.8
55,0.64
56,0.72
57,0.72
58,0.72
59,0.6
60,0.68
61,0.56
62,0.56
63,0.64
64,0.52
65,0.52
66,0.56
67,0.52
68,0.64
69,0.64
70,0.52
71,0.68
72,0.64
73,0.56
74,0.48
75,0.72
76,0.64
77,0.64
78,0.6
79,0.56
80,0.48
81,0.64
82,0.6
83,0.6
84,0.72
85,0.64
86,0.48
87,0.6
88,0.6
89,0.6
90,0.48
91,0.56
92,0.64
93,0.68
94,0.56
95,0.44
96,0.72
97,0.56
98,0.64
99,0.64
100,0.56
