,0
0,0.64
1,0.76
2,0.68
3,0.72
4,0.92
5,0.84
6,0.88
7,0.76
8,0.88
9,0.72
10,0.8
11,0.64
12,0.64
13,0.88
14,0.76
15,0.6
16,0.76
17,0.84
18,0.8
19,0.76
20,0.84
21,0.64
22,0.56
23,0.8
24,0.72
25,0.76
26,0.56
27,0.92
28,0.76
29,0.8
30,0.68
31,0.68
32,0.8
33,0.64
34,0.56
35,0.76
36,0.64
37,0.88
38,0.76
39,0.84
40,0.56
41,0.8
42,0.64
43,0.52
44,0.8
45,0.6
46,0.68
47,0.72
48,0.56
49,0.52
50,0.8
51,0.76
52,0.56
53,0.6
54,0.64
55,0.52
56,0.56
57,0.56
58,0.56
59,0.4
60,0.56
61,0.44
62,0.4
63,0.4
64,0.48
65,0.48
66,0.36
67,0.44
68,0.6
69,0.56
70,0.6
71,0.64
72,0.64
73,0.48
74,0.52
75,0.48
76,0.48
77,0.72
78,0.6
79,0.48
80,0.52
81,0.56
82,0.48
83,0.6
84,0.48
85,0.64
86,0.6
87,0.72
88,0.4
89,0.72
90,0.56
91,0.68
92,0.56
93,0.68
94,0.6
95,0.64
96,0.72
97,0.6
98,0.56
99,0.68
100,0.56
