,0
0,0.6
1,0.68
2,0.6
3,0.72
4,0.56
5,0.72
6,0.68
7,0.84
8,0.64
9,0.88
10,0.68
11,0.72
12,0.88
13,0.84
14,0.72
15,0.76
16,0.8
17,0.72
18,0.64
19,0.68
20,0.68
21,0.84
22,0.64
23,0.56
24,0.68
25,0.76
26,0.8
27,0.76
28,0.68
29,0.72
30,0.6
31,0.76
32,0.68
33,0.8
34,0.64
35,0.68
36,0.76
37,0.56
38,0.56
39,0.72
40,0.56
41,0.64
42,0.6
43,0.72
44,0.72
45,0.64
46,0.52
47,0.72
48,0.56
49,0.6
50,0.68
51,0.72
52,0.6
53,0.68
54,0.72
55,0.72
56,0.72
57,0.6
58,0.68
59,0.68
60,0.88
61,0.64
62,0.64
63,0.6
64,0.72
65,0.76
66,0.52
67,0.72
68,0.6
69,0.44
70,0.72
71,0.52
72,0.84
73,0.56
74,0.72
75,0.76
76,0.68
77,0.72
78,0.72
79,0.64
80,0.64
81,0.8
82,0.48
83,0.6
84,0.52
85,0.4
86,0.88
87,0.68
88,0.56
89,0.6
90,0.56
91,0.76
92,0.68
93,0.8
94,0.64
95,0.8
96,0.64
97,0.64
98,0.76
99,0.68
100,0.72
