,0
0,0.52
1,0.64
2,0.52
3,0.64
4,0.64
5,0.72
6,0.72
7,0.72
8,0.68
9,0.72
10,0.8
11,0.76
12,0.88
13,0.84
14,0.8
15,0.72
16,0.8
17,0.64
18,0.72
19,0.68
20,0.76
21,0.8
22,0.84
23,0.52
24,0.72
25,0.8
26,0.76
27,0.76
28,0.76
29,0.76
30,0.52
31,0.6
32,0.76
33,0.76
34,0.64
35,0.72
36,0.68
37,0.72
38,0.6
39,0.56
40,0.52
41,0.68
42,0.76
43,0.76
44,0.8
45,0.52
46,0.64
47,0.48
48,0.6
49,0.76
50,0.64
51,0.8
52,0.8
53,0.8
54,0.64
55,0.76
56,0.64
57,0.56
58,0.64
59,0.76
60,0.88
61,0.68
62,0.68
63,0.68
64,0.76
65,0.64
66,0.72
67,0.68
68,0.64
69,0.72
70,0.72
71,0.72
72,0.48
73,0.76
74,0.68
75,0.8
76,0.68
77,0.84
78,0.76
79,0.6
80,0.6
81,0.76
82,0.6
83,0.56
84,0.56
85,0.84
86,0.68
87,0.6
88,0.6
89,0.8
90,0.8
91,0.6
92,0.68
93,0.6
94,0.72
95,0.84
96,0.64
97,0.48
98,0.76
99,0.6
100,0.8
