,0
0,0.52
1,0.6
2,0.64
3,0.76
4,0.6
5,0.64
6,0.76
7,0.84
8,0.72
9,0.68
10,0.48
11,0.68
12,0.64
13,0.76
14,0.6
15,0.68
16,0.72
17,0.72
18,0.64
19,0.72
20,0.6
21,0.72
22,0.8
23,0.64
24,0.72
25,0.64
26,0.64
27,0.84
28,0.52
29,0.64
30,0.8
31,0.76
32,0.68
33,0.72
34,0.68
35,0.76
36,0.64
37,0.76
38,0.64
39,0.64
40,0.72
41,0.68
42,0.8
43,0.56
44,0.6
45,0.8
46,0.76
47,0.8
48,0.72
49,0.72
50,0.76
51,0.72
52,0.72
53,0.68
54,0.72
55,0.8
56,0.52
57,0.76
58,0.84
59,0.6
60,0.72
61,0.68
62,0.64
63,0.68
64,0.6
65,0.64
66,0.72
67,0.68
68,0.68
69,0.72
70,0.72
71,0.64
72,0.72
73,0.68
74,0.64
75,0.6
76,0.8
77,0.68
78,0.76
79,0.76
80,0.68
81,0.72
82,0.6
83,0.84
84,0.6
85,0.8
86,0.72
87,0.72
88,0.8
89,0.6
90,0.64
91,0.8
92,0.72
93,0.56
94,0.68
95,0.56
96,0.84
97,0.76
98,0.52
99,0.64
100,0.72
