,0
0,0.56
1,0.64
2,0.72
3,0.76
4,0.64
5,0.64
6,0.76
7,0.64
8,0.64
9,0.6
10,0.6
11,0.68
12,0.68
13,0.68
14,0.64
15,0.6
16,0.76
17,0.76
18,0.52
19,0.64
20,0.76
21,0.64
22,0.68
23,0.72
24,0.84
25,0.68
26,0.88
27,0.64
28,0.92
29,0.68
30,0.68
31,0.76
32,0.84
33,0.56
34,0.72
35,0.68
36,0.64
37,0.72
38,0.6
39,0.64
40,0.72
41,0.64
42,0.56
43,0.88
44,0.8
45,0.76
46,0.44
47,0.64
48,0.72
49,0.6
50,0.68
51,0.64
52,0.68
53,0.6
54,0.76
55,0.6
56,0.72
57,0.68
58,0.68
59,0.68
60,0.76
61,0.76
62,0.68
63,0.84
64,0.56
65,0.68
66,0.6
67,0.64
68,0.6
69,0.56
70,0.52
71,0.68
72,0.72
73,0.76
74,0.52
75,0.68
76,0.64
77,0.72
78,0.6
79,0.64
80,0.72
81,0.52
82,0.52
83,0.72
84,0.64
85,0.6
86,0.56
87,0.64
88,0.48
89,0.72
90,0.64
91,0.72
92,0.64
93,0.52
94,0.56
95,0.64
96,0.72
97,0.6
98,0.68
99,0.68
100,0.72
