,0
0,0.64
1,0.6
2,0.6
3,0.52
4,0.76
5,0.88
6,0.64
7,0.72
8,0.52
9,0.76
10,0.8
11,0.56
12,0.6
13,0.68
14,0.72
15,0.8
16,0.84
17,0.72
18,0.72
19,0.88
20,0.68
21,0.48
22,0.6
23,0.64
24,0.68
25,0.8
26,0.72
27,0.64
28,0.8
29,0.68
30,0.76
31,0.56
32,0.72
33,0.48
34,0.72
35,0.8
36,0.76
37,0.68
38,0.68
39,0.6
40,0.8
41,0.68
42,0.64
43,0.68
44,0.72
45,0.76
46,0.56
47,0.56
48,0.64
49,0.8
50,0.4
51,0.68
52,0.76
53,0.72
54,0.64
55,0.68
56,0.68
57,0.64
58,0.64
59,0.48
60,0.76
61,0.68
62,0.64
63,0.72
64,0.72
65,0.56
66,0.64
67,0.64
68,0.52
69,0.56
70,0.6
71,0.56
72,0.64
73,0.76
74,0.64
75,0.52
76,0.68
77,0.72
78,0.76
79,0.68
80,0.6
81,0.6
82,0.48
83,0.64
84,0.72
85,0.6
86,0.68
87,0.52
88,0.6
89,0.6
90,0.64
91,0.68
92,0.64
93,0.56
94,0.52
95,0.52
96,0.64
97,0.76
98,0.56
99,0.68
100,0.68
