,0
0,0.56
1,0.56
2,0.52
3,0.52
4,0.56
5,0.6
6,0.68
7,0.72
8,0.6
9,0.88
10,0.88
11,0.8
12,0.6
13,0.76
14,0.68
15,0.76
16,0.68
17,0.72
18,0.52
19,0.84
20,0.6
21,0.76
22,0.72
23,0.72
24,0.84
25,0.8
26,0.6
27,0.76
28,0.68
29,0.56
30,0.52
31,0.6
32,0.72
33,0.52
34,0.8
35,0.64
36,0.68
37,0.6
38,0.64
39,0.6
40,0.64
41,0.56
42,0.8
43,0.68
44,0.76
45,0.76
46,0.56
47,0.68
48,0.72
49,0.76
50,0.6
51,0.8
52,0.88
53,0.76
54,0.52
55,0.84
56,0.68
57,0.72
58,0.68
59,0.84
60,0.88
61,0.56
62,0.72
63,0.76
64,0.84
65,0.72
66,0.68
67,0.76
68,0.64
69,0.84
70,0.8
71,0.76
72,0.52
73,0.72
74,0.68
75,0.76
76,0.76
77,0.76
78,0.76
79,0.52
80,0.64
81,0.8
82,0.68
83,0.6
84,0.56
85,0.8
86,0.68
87,0.56
88,0.56
89,0.72
90,0.76
91,0.6
92,0.6
93,0.64
94,0.76
95,0.92
96,0.6
97,0.48
98,0.76
99,0.6
100,0.8
