,0
0,0.56
1,0.64
2,0.64
3,0.8
4,0.76
5,0.76
6,0.6
7,0.8
8,0.68
9,0.6
10,0.6
11,0.76
12,0.6
13,0.64
14,0.88
15,0.8
16,0.68
17,0.68
18,0.68
19,0.72
20,0.6
21,0.48
22,0.76
23,0.6
24,0.72
25,0.52
26,0.76
27,0.72
28,0.8
29,0.8
30,0.72
31,0.64
32,0.6
33,0.72
34,0.76
35,0.56
36,0.72
37,0.48
38,0.56
39,0.48
40,0.76
41,0.8
42,0.56
43,0.72
44,0.68
45,0.68
46,0.6
47,0.6
48,0.84
49,0.8
50,0.6
51,0.8
52,0.72
53,0.56
54,0.8
55,0.68
56,0.64
57,0.8
58,0.8
59,0.64
60,0.72
61,0.72
62,0.6
63,0.52
64,0.68
65,0.64
66,0.72
67,0.64
68,0.76
69,0.6
70,0.8
71,0.76
72,0.8
73,0.8
74,0.64
75,0.8
76,0.64
77,0.88
78,0.68
79,0.68
80,0.88
81,0.6
82,0.8
83,0.56
84,0.56
85,0.76
86,0.6
87,0.72
88,0.64
89,0.64
90,0.8
91,0.84
92,0.72
93,0.56
94,0.72
95,0.68
96,0.76
97,0.8
98,0.72
99,0.68
100,0.68
