,0
0,0.24
1,0.64
2,0.76
3,0.72
4,0.76
5,0.56
6,0.72
7,0.84
8,0.6
9,0.64
10,0.84
11,0.64
12,0.68
13,0.76
14,0.6
15,0.8
16,0.56
17,0.72
18,0.72
19,0.64
20,0.76
21,0.52
22,0.68
23,0.92
24,0.68
25,0.76
26,0.64
27,0.8
28,0.64
29,0.8
30,0.68
31,0.68
32,0.8
33,0.72
34,0.64
35,0.72
36,0.6
37,0.64
38,0.68
39,0.8
40,0.72
41,0.52
42,0.56
43,0.8
44,0.68
45,0.56
46,0.68
47,0.56
48,0.72
49,0.6
50,0.68
51,0.56
52,0.6
53,0.72
54,0.8
55,0.56
56,0.72
57,0.56
58,0.56
59,0.64
60,0.56
61,0.6
62,0.92
63,0.64
64,0.8
65,0.68
66,0.84
67,0.72
68,0.6
69,0.64
70,0.52
71,0.72
72,0.72
73,0.64
74,0.72
75,0.64
76,0.68
77,0.56
78,0.6
79,0.64
80,0.64
81,0.64
82,0.72
83,0.64
84,0.64
85,0.68
86,0.8
87,0.76
88,0.6
89,0.84
90,0.64
91,0.68
92,0.64
93,0.6
94,0.68
95,0.68
96,0.68
97,0.72
98,0.72
99,0.76
100,0.8
