,0
0,0.52
1,0.76
2,0.76
3,0.68
4,0.6
5,0.64
6,0.72
7,0.6
8,0.72
9,0.6
10,0.84
11,0.56
12,0.6
13,0.8
14,0.64
15,0.68
16,0.68
17,0.68
18,0.8
19,0.52
20,0.76
21,0.84
22,0.6
23,0.68
24,0.52
25,0.72
26,0.76
27,0.76
28,0.84
29,0.72
30,0.76
31,0.68
32,0.56
33,0.4
34,0.6
35,0.92
36,0.8
37,0.76
38,0.76
39,0.84
40,0.6
41,0.68
42,0.64
43,0.76
44,0.64
45,0.68
46,0.72
47,0.64
48,0.64
49,0.64
50,0.68
51,0.68
52,0.84
53,0.84
54,0.68
55,0.72
56,0.72
57,0.76
58,0.44
59,0.6
60,0.8
61,0.68
62,0.72
63,0.72
64,0.68
65,0.52
66,0.72
67,0.52
68,0.56
69,0.68
70,0.76
71,0.6
72,0.68
73,0.48
74,0.72
75,0.8
76,0.8
77,0.84
78,0.64
79,0.68
80,0.64
81,0.64
82,0.6
83,0.6
84,0.8
85,0.64
86,0.8
87,0.68
88,0.76
89,0.64
90,0.56
91,0.68
92,0.6
93,0.68
94,0.6
95,0.76
96,0.72
97,0.44
98,0.68
99,0.52
100,0.64
