,0
0,0.56
1,0.64
2,0.72
3,0.76
4,0.52
5,0.72
6,0.8
7,0.68
8,0.76
9,0.8
10,0.48
11,0.76
12,0.64
13,0.76
14,0.64
15,0.76
16,0.6
17,0.72
18,0.68
19,0.84
20,0.68
21,0.64
22,0.8
23,0.76
24,0.68
25,0.56
26,0.56
27,0.88
28,0.6
29,0.72
30,0.68
31,0.8
32,0.72
33,0.56
34,0.76
35,0.68
36,0.56
37,0.76
38,0.64
39,0.64
40,0.84
41,0.72
42,0.72
43,0.56
44,0.72
45,0.96
46,0.6
47,0.76
48,0.76
49,0.8
50,0.64
51,0.76
52,0.6
53,0.68
54,0.68
55,0.52
56,0.8
57,0.76
58,0.8
59,0.76
60,0.64
61,0.68
62,0.76
63,0.76
64,0.64
65,0.68
66,0.64
67,0.84
68,0.72
69,0.6
70,0.68
71,0.76
72,0.6
73,0.72
74,0.76
75,0.84
76,0.76
77,0.68
78,0.84
79,0.56
80,0.56
81,0.48
82,0.64
83,0.64
84,0.76
85,0.68
86,0.72
87,0.68
88,0.68
89,0.72
90,0.64
91,0.76
92,0.6
93,0.68
94,0.64
95,0.68
96,0.8
97,0.76
98,0.56
99,0.8
100,0.76
