,0
0,0.52
1,0.76
2,0.64
3,0.84
4,0.56
5,0.64
6,0.52
7,0.72
8,0.72
9,0.72
10,0.6
11,0.64
12,0.6
13,0.64
14,0.64
15,0.72
16,0.8
17,0.6
18,0.6
19,0.64
20,0.68
21,0.72
22,0.84
23,0.52
24,0.64
25,0.76
26,0.6
27,0.72
28,0.64
29,0.6
30,0.64
31,0.76
32,0.72
33,0.52
34,0.72
35,0.76
36,0.76
37,0.6
38,0.6
39,0.48
40,0.64
41,0.6
42,0.8
43,0.8
44,0.68
45,0.72
46,0.32
47,0.84
48,0.76
49,0.64
50,0.8
51,0.6
52,0.72
53,0.68
54,0.6
55,0.68
56,0.64
57,0.76
58,0.64
59,0.76
60,0.76
61,0.52
62,0.48
63,0.64
64,0.76
65,0.64
66,0.52
67,0.88
68,0.64
69,0.84
70,0.8
71,0.8
72,0.64
73,0.88
74,0.64
75,0.8
76,0.76
77,0.68
78,0.76
79,0.76
80,0.56
81,0.68
82,0.56
83,0.68
84,0.56
85,0.8
86,0.6
87,0.72
88,0.72
89,0.8
90,0.68
91,0.68
92,0.64
93,0.68
94,0.72
95,0.76
96,0.72
97,0.72
98,0.8
99,0.68
100,0.76
